Poet ID,"Poet Name (Last name, first name[Alternate])",Poet Gender,DOB (YYYY-MM-DD),DOD (YYYY-MM-DD),Poet Nationality (Country Name) ,Poet University Name,Poet University Place,Poet University Date Entered,Poet University Date Graduated,Poet University Degree,In CAP,Poet BIB,Poet  PUB,PUB TYPE,Notes,BIO INFO
PRI80GB,"Pringle, Thomas","M
",1780-01-05,1834-12-05,Scotland,University of Edinburgh,United Kingdom. Scotland. Edinburgh.,,1811,[unknown],,"Ephemerides (1828) 
African Sketches (1834)",,,Born in Scotland. He immigrated to South Africa in 1820. He published a newspaper and a magazine in Cape Town.,"Accessed 11/7/2019

https://www.britannica.com/biography/Thomas-Pringle

https://rpo.library.utoronto.ca/poets/pringle-thomas
"
QUE##??,"Quette, Joe","M
",[none],[none],[none],[none],[none],,[none],[none],,[none],,,Reverend. Mentioned in line 8 of the data. No biographical information found; ,
RAB01MAD,"Rabearivelo, Jean-Joseph","M
",1901-03-04,1937-06-22,Madagascar,[none],[none],,[none],[none],,"La Coupe de cendres (1924)
Sylves (1927)
Volumes (1928)
Presque-songes (1934)
Traduit de la nuit. (1935)
Chants pour Abéone (1936)
Lova (1957)
Des Stances oubliées (1959)
Poèmes (Presque-songes, Traduit de la nuit) (1960)
Amboara poezia sy tononkalo malagasy (1965)
Vieilles chansons des pays d'Imerina (1967)
Poèmes (Presque-songes, Traduit de la nuit, Chants pour Abéone) (1990)",,,"Widely considered to be Africa's first modern poet and the greatest literary artist of Madagascar. His early work is closely imitative of late 19th-century French poetry, especially that of Charles Baudelaire and of a literary group known as the Fantaisites, who wrote melancholy verse expressing a sense of futility. Died by suicide just before the rise of the negritude movement.","Accessed 11/8/2019

https://www.britannica.com/biography/Jean-Joseph-Rabearivelo

https://en.wikipedia.org/wiki/Jean-Joseph_Rabearivelo"
RAB13MAD,"Rabemananjara, Jacques","M
",1913-06-23,2005-04-01,Madagascar,[none],[none],,[none],[none],,"Sur les marches du soir (1940)
Rites millénaires (1955)
Antsa (1956)
Lamba (1956)
Antidote (1961)
Les ordalies, sonnets d'outre-temps (1972)
Oeuvres complètes, poésie (1978)
Thrènes d'avant l'aurore: Madagascar (1985)
Rien qu'encens et filigrane (1987)",,,"Rabemananjara was also an influential politician. He held several government posts, including minister of foreign affairs, and in the late 1960s he was considered a possible presidential candidate. Rabemananjara was said to be the most prolific writer of his negritude generation after Senghor, and he had the first négritude poetry published.","Accessed 11/8/2019

https://www.britannica.com/biography/Jacques-Rabemananjara

https://encyclopedia2.thefreedictionary.com/Jacques+Rabemananjara"
RAN14MAD,"Ranaivo, Flavien","M
",1914-05-14,1999-12-20,Madagascar,[none],[none],,[none],[none],,"L’Ombre et le vent (1947)
Mes chansons de toujours (1955)
Le Retour au bercail (1962)",,,"From Britannica.com: ""Ranaivo followed Jean-Joseph Rabéarivelo in adapting traditional Malagasy poetry into French, and his crisp and sometimes impudent and slangy use of language reflects the vernacular traditions that inspired him.""","Accessed 11/8/2019

https://www.britannica.com/biography/Flavien-Ranaivo

https://www.oxfordreference.com/view/10.1093/oi/authority.20110803100403525"
RIV31SA,"Rive, Richard","M
",1931-03-01,1989-06-04,South Africa,"University of Cape Town
Columbia University
Magdalen College","South Africa. South Africa. Cape Town.
North America. USA. New York, NY. 
United Kingdom. England. Oxford. ",,"1949
1966
1974","BA
MA
PhD
",,[none],,,"Novelist who edited the anthology of poetry Modern African Prose (1964). In 1963 he was given a scholarship organised by Es'kia Mphahlele, the editor of Drum magazine, in which Rive published some of his early writing. Stabbed to death in Cape Town at age 58.","Accessed 11/8/2019

https://www.britannica.com/biography/Richard-Rive

https://www.blackpast.org/global-african-history/rive-richard-moore-1931-1989/
"
ROU26SA,"Rousseau, Ina",F,1926,2005,South Africa,University of Stellenbosch,South Africa. South Africa. Stellenbosch. ,,[none],"[unknown]
",,"Die verlate tuin (1954)
Taxa (1970)
Kwiksilwersirkel (1978)
Heuningsteen (1980)
Versamelde gedigte: 1954-1984 (1984)
Grotwater (1989)
’n Onbekende jaartal (1995)
Die stil middelpunt (2003)",,,"The well-known author JM Coetzee translated Ina’s poem “Eden”, published in 1954, into English and analysed it for the April 2007 edition of the magazine Poetry.","Accessed 11/8/2019

http://www.humanrousseau.com/Authors/604

https://www.poetryfoundation.org/poets/ina-rousseau"
RUN64SA,"Runcie, John","M
",1864,1939,South Africa,[none],[none],,[none],[none],,"Songs by the Stoep (1905)
A Treasury of South African Poetry and Verse (1907) edited by Edward Heath Crouch: A Slumber Song, Van Riebeck, Crossing the Hex Mountains, The Veldt Folk
Idylls by Two Oceans (1910)",,,Very little biographical information.,"Accessed 11/8/2019

https://en.wikisource.org/wiki/Author:John_Runcie"
SAR41NI,"Saro-Wiwa, Ken ","M
",1941-10-10,1995-11-10,Nigeria,University of Ibadan,West Africa. Nigeria. Ibadan. ,,1965,[unknown],,[none],,,"Executed by hanging in after a trial that was condemned by foreign human rights groups on the subject of the deaths of four Ogoni chiefs at a political rally. 

From wikipedia: ""A collection of handwritten letters by Ken Saro-Wiwa were donated to Maynooth University by Sister Majella McCarron, also in the collection are 27 poems, recordings of visits and meetings with family and friends after Saro-Wiwa's death, a collection of photographs and other documents. ""","Accessed 11/8/2019

https://www.britannica.com/biography/Ken-Saro-Wiwa

https://www.dw.com/en/why-nigerian-activist-ken-saro-wiwa-was-executed/a-18837442

https://books.google.com/books?id=d9xaDOHuzgQC&pg=PA303&lpg=PA303&dq=Saro-Wiwa,+Ken+university+of+ibadan+graduate&source=bl&ots=CWJdJD1fx3&sig=ACfU3U3kS-nqB-IR0Lqab_fWZkBHHp-QYQ&hl=en&sa=X&ved=2ahUKEwjWsIjrrPrnAhWSIzQIHabNCBUQ6AEwBHoECAsQAQ#v=onepage&q=Saro-Wiwa%2C%20Ken%20university%20of%20ibadan%20graduate&f=false"
SCU55SA,"Scully, William Charles [W. C.] ","M
",1855-10-29,1943-08-25,South Africa,[none],[none],,[none],[none],,"Poems, London, Unwin, 1885
The Wreck of the Grosvenor, and other South African poems. South Africa, 1886.",,,,"Accessed 11/8/2019

https://en.wikipedia.org/wiki/William_Charles_Scully


https://openlibrary.org/authors/OL1284398A/W._C._Scully"
SEL##SA,"Selwyn, W. ","M
",[none],[none],South Africa,[none],[none],,[none],[none],,"Included in ""A Treasury of South African Poetry"" edited by Edward Heath Crouch.

Poem title: ""The Cape of Good Hope. (A Patriotic Song)""",,,No biographical information found.,"Accessed 11/8/2019

https://en.wikisource.org/wiki/A_Treasury_of_South_African_Poetry_and_Verse/W._Selwyn"
SEN06SEN,"Senghor, Léopold Sédar ","M
",1906-10-09,2001-12-20,Senegal,University of Paris,Europe. France. Paris.,,1935,[unknown],,"Prière aux masques (1935)
Chants d'ombre (1945)
Hosties noires (1948)
Anthologie de la nouvelle poésie nègre et malgache (1948)
La Belle Histoire de Leuk-le-Lièvre (1953)
Éthiopiques (1956)
Nocturnes (1961)
Poèmes (1964).
Élégies majeures (1979)
La Poésie de l'action: conversation avec Mohamed Aziza (1980)
",,,"Senghor co-founded, with Aimé Césaire, the Négritude movement, which promotes distinctly African cultural values and aesthetics, in opposition to the influence of French colonialism and European exploitation. He also co-founded the journal Presence Africaine with Alione Diop. ","Accessed 11/8/2019

https://www.poetryfoundation.org/poets/leopold-sedar-senghor

https://www.britannica.com/biography/Leopold-Senghor"
SEP32SA,"Sepamla, Sydney Sipho","M
",1932-09-22,2007-01-09,South Africa,Pretoria Normal College,South Africa. South Africa. Pretoria., ,1960s,[unknown],,"Hurry Up to It! (1975) 
The Soweto I Love (1977)
Selected Poems (1984)
From Gorée to Soweto (1988)",,,,"Accessed 11/8/2019

https://www.sahistory.org.za/people/sydney-sipho-sepamla

https://www.poetryfoundation.org/poets/sipho-sepamla"
SER44SA,"Serote, Mongane Wally","M
",1944-05-08,Alive,South Africa,"Columbia University
","North America. USA. New York, NY. ",,1979,[unknown],,"Yakhal’inkomo (1972)
No Baby Must Weep (1975)
Third World Express (1992)
History Is the Home Address (2004)",,,"Another poet of exile and also one of the Soweto ""township"" poets. From South African History Online: ""South Africa during the 1970s was fertile ground for a literary revival of the silenced black voices withering under state repression. This was a defining period for the evolution of political consciousness among black South Africans, and Black Consciousness (BC) affirmed and fostered black cultural values, aiding the establishment of a racial solidarity in the face of harsh oppression. The literature of Serote’s fellow writers Sipho Sepamla, Oswald Mtshali, Chris van Wyk, Mafika Gwala and Don Mattera spurred on the political ideals of anti-apartheid popular movements. Many of these works aimed at mobilising audiences; the immediate impact of drama and poetry drove the momentum for change.","Accessed 11/11/2019

https://www.sahistory.org.za/people/mongane-wally-serote

https://www.poetryfoundation.org/poets/mongane-wally-serote"
SKI##SA,"Skinner, Milton Cox","M
",[none],[none],South Africa,[none],[none],,[none],"[none]
",,The Veldsingers' Club: A Compilation of the Works of Members of the Veldsingers Club (1910),,,Part of the Veldsinger's Club. Cannot find biographical info.,
SLA76SA,"Slater, Francis Carey [F. C.]","M
",1876,1958,South Africa,University of South Africa,South Africa. South Africa. Pretoria.  ,,1947,Honorary,,"From Mimosa Land (1910) 
Calls Across the Sea (1917)
The Centenary Book of South African Verse, 1820-1925 (1925)
The Drought (1929)
The Secret Veld (1931)
Dark Folk (1935)
The Trek (1938)
Selected Poems of Francis Carey Slater (1947)
Veld Patriarch (1949)
The Collected Poems of Francis Carey Slater (1957)",,,"From Britannica.com: ""F.C. Slater often evoked by image and rhythm a uniquely South African experience, as in “Lament for a Dead Cow” (Collected Poems [1957]). ""","Accessed 11/11/2019

https://www.amethyst.co.za/FamilyTree/18760815-FrancisCareySlater.htm

https://www.britannica.com/art/South-African-literature/In-English#ref56899

https://en.wikisource.org/wiki/Author:Francis_Carey_Slater"
SMA36SA,"Small, Adam","M
",1936-12-21,2016-06-25,South Africa,University of Cape Town,South Africa. South Africa. Cape Town.,,1963,[unknown],,"Verse van die Liefde (1957)  
Klein Simbool: Prosaverse (1958)
Kitaar my kruis (1961) 
Sê Sjibbolet (1963)
Oos Wes Tuis Bes Distrik Ses (1973)
Black Bronze Beautiful (1975)",,,He translated the Afrikaans poet N P van Wyk Louw into English.,"Accessed 11/11/2019

https://www.poetryinternational.org/pi/poet/18033/Adam-Small/en/tile

http://theconversation.com/adam-small-south-africas-poet-prophet-and-man-of-the-people-has-gone-home-61758"
SOL34NI,"Soyinka, Wole","M
",1934-07-13,Alive,Nigeria,"University College of Ibadan
University of Leeds","West Africa. Nigeria. Ibadan. 
United Kingdom. England. Leeds. 
",,1958,"[unknown]
[unknown]",,"Idanre, and Other Poems (1967)
Poems from Prison (1969)
A Shuttle in the Crypt (1972) 
Ogun Abibiman (1976) 
Mandela’s Earth and Other Poems (1988)
Selected Poems (2001)",,,"Nigerian playwright, poet and essayist. He was awarded the 1986 Nobel Prize in Literature, the first African to be honoured in that category.  From 1960 to 1964 Soyinka was coeditor of Black Orpheus, an important literary journal.","Accessed 11/11/2019


https://www.poetryfoundation.org/poets/wole-soyinka

https://www.britannica.com/biography/Wole-Soyinka

https://www.nobelprize.org/prizes/literature/1986/soyinka/biographical/
"
THO32SA,"Thomson, William Rodger","M
",1832,1867,South Africa,[none],[none],,[none],[none],,"Poems, Essays and Sketches by the late William Rodger Thomson with a Memoir
Featured in ""A Treasury of South African Poetry"" edited by Edward Heath Crouch",,,,"Accessed 11/11/2019

https://en.wikisource.org/wiki/A_Treasury_of_South_African_Poetry_and_Verse/William_Rodger_Thomson

http://worldcat.org/identities/lccn-n2006036335/"
UTA31CO,"U Tam'si, Tchicaya","M
",1931-08-25,1988-04-22,Republic of the Congo,[none],[none],,[none],[none],,"Le Mauvais Sang (1955)
Feu de brousse (1957)
À triche-coeur (1960) 
Épitomé (1962)
Le Ventre (1964)
L’Arc musical (1969)
Selected Poems (1970)
La Veste d’intérieur (1977)",,,"From the Poetry Foundation: ""A member of the Congolese independence movement, U Tam’si creates work on the nature of African identity that is sometimes connected to Léopold Sédar Senghor’s Négritude movement, which advocated for the protection of a distinct African culture in the face of French colonialism and European exploitation.""","Accessed 11/11/2019


https://www.poetryfoundation.org/poets/tchicaya-u-tam%E2%80%99si

https://www.britannica.com/biography/Tchicaya-U-Tamsi-Congolese-poet"
VAN94SA,"van den Heever, Toon","M
",1894,1956,South Africa,[none],[none],,[none],[none],,"Gerwe uit die erfpag van Skoppensboer (1948)
Die speelman van Dorestad (1949)
Eugene en ander gedigte (1961)",,,,"Accessed 11/11/2019

https://af.wikipedia.org/wiki/Toon_van_den_Heever"
"
VAN16SA","van Heerden, Ernst","M
",1916-03-20,1997-09-30,South Africa,"University of Stellenbosch
",South Africa.  South Africa. Stellenbosch. ,,1936,[unknown],,"Ses Gedigte (""Six Poems"") (1940)
Die Sewe Vrese, Constantia (1941) 
Weerlose Uur, Nasionale pers Beperk (1943)
Verklaarde Nag, Nasionale pers Beperk (1946)
Diw Sewe Vrese, Constantia (1951)
Die Bevryding, A. A. Balkema (1952)
Reisiger (1953) 
Koral van die Dood, A. A. Balkema (1956)
Etikette op My Koffer; Bladsye uit'n Amerikaase Reisjoernal (1961)
Die Klop (1961)
Op Die Mespunt (1963)
Wolk van die Mooi Weer: 'n Suid-Amerikaanse Reisjoernaal (1964)
Anderkant Besit, Nasionale Boekhandel (1966)
Die Aamborstige Klok. Herinneringe ann 'n Karoojeug (1966)
Teenstrydige Liedere, Tafelberg (1972)
Tyd van Verhuising, Tafelberg (1975)
Die Ysterwoud (1976)
Kleur van Donkerte: verse 1942-1956 (1981)
Kanse op 'n Wrak (1982)
Die Swart Skip (1985) 
The Runner and the Shadow (1986)
Amulet Teen die Vuur, Tafelberg (1987)
Die Ligtende Trein: Outobiografiese Vertellings (1982)",,,,"Accessed 11/11/2019

https://www.encyclopedia.com/arts/educational-magazines/van-heerden-ernst-1916-1997

http://www.stellenboschwriters.com/vheerdene.html"
VAN06SA,"Vanwyk Louw, Nicholaas Petrus","M
",1906-06-11,1970-06-18,South Africa,University of Cape Town,South Africa. South Africa. Cape Town. ,,1929,[unknown],,"Alleenspraak (1935) 
Die halwe kring (1937)
the verse epic Raka 
Germanicus (1956)
",,,,"Accessed 11/11/2019

http://www.thepresidency.gov.za/national-orders/recipient/nicolaas-petrus-van-wyk-louw-1906-1970

https://www.rem.routledge.com/articles/van-wyk-louw-nicolaas-petrus-1906-1970"
VIN62SA,"Vine Hall, Arthur","M
",1862,1957,South Africa,[none],[none],,[none],[none],,"The Submarine and the Aeroplane (1917)
Poems of a South African (1929)",,,Cannot find much biographical information.,"Accessed 11/11/2019

https://www.geni.com/people/Arthur-Vine-Hall/6000000083504951477

"
WAL75GB,"Walrond, Francis Ernley","M
",1875,1950,Scotland,[none],[none],,[none],[none],,"The Gods of Africa and other Poems (1912)
Poem, ""Eve,"" was first published for a centenary collection of South African verse in 1925.",,,"He moved to South Africa in 1904 and earned a living there as a bank manager, in Pretoria, it seems, until his retirement in 1934, when he moved to Isipingo, Natal. Walrond was a co-founder of the Veldsingers' Club.","Accessed 11/11/2019

https://poetandpoem.com/Francis-Ernley-Walrond

https://rpo.library.utoronto.ca/poets/walrond-francis-ernley

https://www.poemhunter.com/francis-ernley-walrond/"
WAT24SA,"Watermeyer, E. B.","M
",1824,1867,South Africa,[none],[none],,[none],[none],,"Poem ""After a Storm"" featured in ""A Treasury of South African Poetry and Verse"" edited by Edward Heath Crouch. ",,,"Very little biographical info. Mentioned in the book ""The Concise Cambridge History of English Literature."" Potentially Edigius Benedictus Watermeyer, founding member of Cape Legislative Assembly.","Accessed 11/11/2019

https://en.wikisource.org/wiki/A_Treasury_of_South_African_Poetry_and_Verse/E._B._Watermeyer

https://en.wikipedia.org/wiki/Egidius_Benedictus_Watermeyer

https://books.google.com/books?id=PoI6AAAAIAAJ&pg=PA927&lpg=PA927&dq=e+b+watermeyer+poet&source=bl&ots=2c7hhC4M_p&sig=ACfU3U3j8_GgDir120VHMr888XT39xgehQ&hl=en&sa=X&ved=2ahUKEwiF0Pbm_OLlAhULd6wKHdj6B7cQ6AEwB3oECAUQAQ#v=onepage&q=e%20b%20watermeyer%20poet&f=false"
WAT17SA,"Watermeyer, Gottfried Andreas [G. A.]","M
",1917-10-15,1972-06-94,South Africa,University of Stellenbosch,South Africa. South Africa. Stellenbosch. ,,[none],[unknown],,"Sekel en simbaal (1948)
Atlantis or The crying of the waters (1954)
Die Republiek van duisend jaar (1957)
Taalfeeskwatryne (1961)
Bitter brood (1965)
In kringe (saam met Estelle Marais en Peet Venter) (1999) ",,,,"Accessed 11/11/2019

https://af.wikipedia.org/wiki/G.A._Watermeyer"
WRI20SA,"Wright, David","M
",1920-02-23,1994-08-28,South Africa,"Oriel College, Oxford","United Kingdom. England. Oxford. 
",,1942,[unknown],,"Poems and Versions (1992)
Elegies (1990)
Selected Poems (1988)
Metrical Observations (1980)
Selected poems, Johannesburg (1980)
A South African album (1976)
A view of the north (1976)
To the Gods the Shades: New and Collected Poems (1976)
Nerve Ends (1969)
Adam at Evening (1965)
Monologue of a Deaf Man (1958)
Moral Stories (1954)",,,"He penned an autobiography in 1969, and a biography of fellow South African poet Roy Campbell in 1961.
","Accessed 11/11/2019

https://www.nytimes.com/1994/09/05/obituaries/david-wright-74-south-african-poet.html

https://en.wikipedia.org/wiki/David_Wright_(poet)"
